INVOICE_ID,PROCESSOR_CHARGE_COUNT,PROCESSOR_BALANCE_AMOUNT_CENTS,HAS_REFUND_ACTIVITY,HAS_DISPUTE_ACTIVITY,FIRST_BALANCE_AVAILABLE_DATE,LAST_BALANCE_AVAILABLE_DATE
in_000000085067,1,9900,0,0,2024-06-22,2024-06-22
in_000000095230,1,79900,0,0,2024-06-10,2024-06-10
in_000000297395,1,9900,0,0,2024-06-19,2024-06-19
in_000000150822,1,9900,0,0,2024-06-04,2024-06-04
in_000000150231,1,29900,0,0,2024-06-11,2024-06-11
in_000000223765,1,9900,0,0,2024-06-19,2024-06-19
in_000000199089,1,9900,0,0,2024-06-12,2024-06-12
in_000000049847,1,9900,0,0,2024-06-14,2024-06-14
in_000000080420,1,29900,0,0,2024-06-11,2024-06-11
in_000000197283,1,9900,0,0,2024-06-18,2024-06-18
in_000000084087,1,9900,0,0,2024-06-14,2024-06-14
in_000000008334,1,9900,0,0,2024-06-19,2024-06-19
in_000000185737,1,29900,0,0,2024-06-15,2024-06-15
in_000000254295,1,29900,0,0,2024-06-17,2024-06-17
in_000000008128,1,199900,0,0,2024-06-18,2024-06-18
in_000000124915,1,29900,0,0,2024-06-13,2024-06-13
in_000000026226,1,9900,0,0,2024-06-17,2024-06-17
in_000000094590,1,79900,0,0,2024-06-20,2024-06-20
in_000000162052,1,9900,0,0,2024-06-12,2024-06-12
in_000000058425,1,9900,0,0,2024-06-20,2024-06-20
in_000000215773,1,29900,0,0,2024-06-15,2024-06-15
in_000000093550,1,79900,0,0,2024-06-18,2024-06-18
in_000000172858,1,9900,0,0,2024-06-18,2024-06-18
in_000000153633,1,9900,0,0,2024-06-05,2024-06-05
in_000000056667,1,29900,0,0,2024-06-11,2024-06-11
in_000000094257,1,9900,0,0,2024-06-08,2024-06-08
in_000000277581,1,9900,0,0,2024-06-16,2024-06-16
in_000000277855,1,29900,0,0,2024-06-17,2024-06-17
in_000000059904,1,9900,0,0,2024-06-18,2024-06-18
in_000000271662,1,29900,0,0,2024-06-11,2024-06-11
in_000000280604,1,9900,0,0,2024-06-05,2024-06-05
in_000000212985,1,9900,0,0,2024-06-17,2024-06-17
in_000000284643,1,9900,0,0,2024-06-11,2024-06-11
in_000000152921,1,9900,0,0,2024-06-20,2024-06-20
in_000000063992,1,29900,0,0,2024-06-08,2024-06-08
in_000000023007,1,9900,0,0,2024-06-07,2024-06-07
in_000000158107,1,79900,0,0,2024-06-08,2024-06-08
in_000000056044,1,9900,0,0,2024-06-20,2024-06-20
in_000000105778,1,79900,0,0,2024-06-22,2024-06-22
in_000000019893,1,199900,0,0,2024-06-21,2024-06-21
in_000000320509,1,9900,0,0,2024-06-18,2024-06-18
in_000000155010,1,79900,0,0,2024-06-05,2024-06-05
in_000000283549,1,29900,0,0,2024-06-18,2024-06-18
in_000000029251,1,9900,0,0,2024-06-08,2024-06-08
in_000000204074,1,29900,0,0,2024-06-05,2024-06-05
in_000000117539,1,9900,0,0,2024-06-22,2024-06-22
in_000000169014,1,9900,0,0,2024-06-14,2024-06-14
in_000000226955,1,29900,0,0,2024-06-18,2024-06-18
in_000000018468,1,79900,0,0,2024-06-17,2024-06-17
in_000000212162,1,9900,0,0,2024-06-17,2024-06-17
in_000000151546,1,9900,0,0,2024-06-14,2024-06-14
in_000000318574,1,79900,0,0,2024-06-09,2024-06-09
in_000000122952,1,9900,0,0,2024-06-18,2024-06-18
in_000000018995,1,79900,0,0,2024-06-11,2024-06-11
in_000000158635,1,9900,0,0,2024-06-11,2024-06-11
in_000000054758,1,99000,0,0,2024-06-18,2024-06-18
in_000000029621,1,9900,0,0,2024-06-19,2024-06-19
in_000000171100,1,29900,0,0,2024-06-10,2024-06-10
in_000000313405,1,29900,0,0,2024-06-12,2024-06-12
in_000000204792,1,9900,0,0,2024-06-16,2024-06-16
in_000000056467,1,9900,0,0,2024-06-18,2024-06-18
in_000000233077,1,99000,0,0,2024-06-09,2024-06-09
in_000000191693,1,9900,0,0,2024-06-22,2024-06-22
in_000000259130,1,9900,0,0,2024-06-09,2024-06-09
in_000000142016,1,79900,0,0,2024-06-06,2024-06-06
in_000000296865,1,9900,0,0,2024-06-12,2024-06-12
in_000000013699,1,9900,0,0,2024-06-22,2024-06-22
in_000000069850,1,9900,0,0,2024-06-19,2024-06-19
in_000000112667,1,79900,0,0,2024-06-10,2024-06-10
in_000000044913,1,9900,0,0,2024-06-25,2024-06-25
in_000000087725,1,9900,0,0,2024-06-15,2024-06-15
in_000000304252,1,29900,0,0,2024-06-06,2024-06-06
in_000000052523,1,79900,0,0,2024-06-18,2024-06-18
in_000000261059,1,9900,0,0,2024-06-24,2024-06-24
in_000000007298,1,9900,0,0,2024-06-06,2024-06-06
in_000000302233,1,79900,0,0,2024-06-08,2024-06-08
in_000000010149,1,9900,0,0,2024-06-08,2024-06-08
in_000000261373,1,79900,0,0,2024-06-20,2024-06-20
in_000000307398,1,29900,0,0,2024-06-13,2024-06-13
in_000000131166,1,9900,0,0,2024-06-11,2024-06-11
in_000000178172,1,79900,0,0,2024-06-12,2024-06-12
in_000000005947,1,199900,0,0,2024-06-19,2024-06-19
in_000000008262,1,9900,0,0,2024-06-21,2024-06-21
in_000000042100,1,9900,0,0,2024-06-09,2024-06-09
in_000000140151,1,9900,0,0,2024-06-26,2024-06-26
in_000000140197,1,29900,0,0,2024-06-25,2024-06-25
in_000000119340,1,9900,0,0,2024-06-07,2024-06-07
in_000000095455,1,9900,0,0,2024-06-05,2024-06-05
in_000000162410,1,29900,0,0,2024-06-19,2024-06-19
in_000000119538,1,9900,0,0,2024-06-20,2024-06-20
in_000000024497,1,29900,0,0,2024-06-16,2024-06-16
in_000000286746,1,29900,0,0,2024-06-15,2024-06-15
in_000000065015,1,9900,0,0,2024-06-15,2024-06-15
in_000000024981,1,29900,0,0,2024-06-25,2024-06-25
in_000000150259,1,9900,0,0,2024-07-03,2024-07-03
in_000000147930,1,79900,0,0,2024-06-16,2024-06-16
in_000000316111,1,79900,0,0,2024-06-17,2024-06-17
in_000000148018,1,9900,0,0,2024-06-19,2024-06-19
in_000000315828,1,9900,0,0,2024-06-26,2024-06-26
in_000000001576,1,29900,0,0,2024-06-10,2024-06-10
in_000000024685,1,9900,0,0,2024-06-12,2024-06-12
in_000000281583,1,9900,0,0,2024-06-10,2024-06-10
in_000000097209,1,29900,0,0,2024-06-15,2024-06-15
in_000000283903,1,199900,0,0,2024-06-06,2024-06-06
in_000000264610,1,79900,0,0,2024-06-16,2024-06-16
in_000000086007,1,9900,0,0,2024-06-10,2024-06-10
in_000000070366,1,29900,0,0,2024-06-11,2024-06-11
in_000000143961,1,9900,0,0,2024-06-19,2024-06-19
in_000000144277,1,29900,0,0,2024-06-10,2024-06-10
in_000000312078,1,99000,0,0,2024-06-13,2024-06-13
in_000000116810,1,9900,0,0,2024-06-12,2024-06-12
in_000000007932,1,99000,0,0,2024-06-19,2024-06-19
in_000000197898,1,29900,0,0,2024-06-06,2024-06-06
in_000000192773,1,29900,0,0,2024-06-23,2024-06-23
in_000000179670,1,29900,0,0,2024-06-25,2024-06-25
in_000000081665,1,9900,0,0,2024-06-24,2024-06-24
in_000000270305,1,79900,0,0,2024-06-23,2024-06-23
in_000000163976,1,79900,0,0,2024-06-17,2024-06-17
in_000000066627,1,29900,0,0,2024-06-04,2024-06-04
in_000000155793,1,9900,0,0,2024-06-12,2024-06-12
in_000000121911,1,9900,0,0,2024-06-07,2024-06-07
in_000000154650,1,9900,0,0,2024-06-05,2024-06-05
in_000000099909,1,29900,0,0,2024-06-03,2024-06-03
in_000000283797,1,79900,0,0,2024-06-06,2024-06-06
in_000000099543,1,29900,0,0,2024-06-14,2024-06-14
in_000000318784,1,29900,0,0,2024-06-13,2024-06-13
in_000000064322,1,99000,0,0,2024-06-12,2024-06-12
in_000000122400,1,9900,0,0,2024-06-09,2024-06-09
in_000000122221,1,9900,0,0,2024-06-13,2024-06-13
in_000000226453,1,29900,0,0,2024-06-14,2024-06-14
in_000000167348,1,9900,0,0,2024-06-09,2024-06-09
in_000000313963,1,29900,0,0,2024-06-14,2024-06-14
in_000000126263,1,9900,0,0,2024-06-26,2024-06-26
in_000000265456,1,79900,0,0,2024-06-24,2024-06-24
in_000000170181,1,99000,0,0,2024-06-09,2024-06-09
in_000000055670,1,29900,0,0,2024-06-16,2024-06-16
in_000000265180,1,9900,0,0,2024-06-13,2024-06-13
in_000000157218,1,9900,0,0,2024-06-23,2024-06-23
in_000000099496,1,799000,0,0,2024-06-20,2024-06-20
in_000000203824,1,59925,0,1,2024-06-07,2024-06-08
in_000000089869,1,799000,0,0,2024-06-10,2024-06-10
in_000000089743,1,29900,0,0,2024-06-05,2024-06-05
in_000000206808,1,29900,0,0,2024-06-25,2024-06-25
in_000000105262,1,9900,0,0,2024-06-09,2024-06-09
in_000000295813,1,9900,0,0,2024-06-08,2024-06-08
in_000000086422,1,9900,0,0,2024-06-10,2024-06-10
in_000000312990,1,79900,0,0,2024-06-14,2024-06-14
in_000000229941,1,29900,0,0,2024-06-09,2024-06-09
in_000000172041,1,9900,0,0,2024-06-13,2024-06-13
in_000000129208,1,199900,0,0,2024-06-12,2024-06-12
in_000000174658,1,29900,0,0,2024-06-14,2024-06-14
in_000000312499,1,9900,0,0,2024-06-15,2024-06-15
in_000000195651,1,9900,0,0,2024-06-23,2024-06-23
in_000000139045,1,29900,0,0,2024-06-15,2024-06-15
in_000000084219,1,29900,0,0,2024-06-14,2024-06-14
in_000000267725,1,9900,0,0,2024-06-08,2024-06-08
in_000000256096,1,29900,0,0,2024-06-11,2024-06-11
in_000000009636,1,799000,0,0,2024-06-24,2024-06-24
in_000000257655,1,9900,0,0,2024-06-08,2024-06-08
in_000000113711,1,199900,0,0,2024-06-22,2024-06-22
in_000000162471,1,9900,0,0,2024-06-12,2024-06-12
in_000000161122,1,29900,0,0,2024-06-22,2024-06-22
in_000000224335,1,9900,0,0,2024-06-12,2024-06-12
in_000000320168,1,29900,0,0,2024-06-19,2024-06-19
in_000000114638,1,79900,0,0,2024-06-18,2024-06-18
in_000000177430,1,99000,0,0,2024-06-13,2024-06-13
in_000000310668,1,29900,0,0,2024-06-08,2024-06-08
in_000000049751,1,71910,1,0,2024-06-23,2024-09-10
in_000000136171,1,199900,0,0,2024-06-19,2024-06-19
in_000000318437,1,9900,0,0,2024-06-05,2024-06-05
in_000000271228,1,9900,0,0,2024-06-06,2024-06-06
in_000000208853,1,9900,0,0,2024-06-05,2024-06-05
in_000000164140,1,9900,0,0,2024-06-15,2024-06-15
in_000000062776,1,71910,1,0,2024-06-22,2024-07-14
in_000000276755,1,9900,0,0,2024-06-22,2024-06-22
in_000000101225,1,29900,0,0,2024-06-24,2024-06-24
in_000000126592,1,29900,0,0,2024-06-15,2024-06-15
in_000000107298,1,9900,0,0,2024-06-23,2024-06-23
in_000000312790,1,9900,0,0,2024-06-09,2024-06-09
in_000000229170,1,9900,0,0,2024-06-15,2024-06-15
in_000000027282,1,29900,0,0,2024-06-13,2024-06-13
in_000000158304,1,29900,0,0,2024-06-04,2024-06-04
in_000000028701,1,79900,0,0,2024-06-13,2024-06-13
in_000000201757,1,29900,0,0,2024-06-10,2024-06-10
in_000000230611,1,99000,0,0,2024-06-06,2024-06-06
in_000000132081,1,29900,0,0,2024-06-14,2024-06-14
in_000000080655,1,199900,0,0,2024-06-07,2024-06-07
in_000000025160,1,9900,0,0,2024-06-16,2024-06-16
in_000000102796,1,79900,0,0,2024-06-20,2024-06-20
in_000000315933,1,9900,0,0,2024-06-20,2024-06-20
in_000000148961,1,29900,0,0,2024-06-12,2024-06-12
in_000000057888,1,29900,0,0,2024-06-12,2024-06-12
in_000000103794,1,9900,0,0,2024-06-16,2024-06-16
in_000000026988,1,9900,0,0,2024-06-13,2024-06-13
in_000000021773,1,199900,0,0,2024-06-17,2024-06-17
in_000000280691,1,29900,0,0,2024-06-23,2024-06-23
in_000000217809,1,9900,0,0,2024-06-20,2024-06-20
in_000000146637,1,9900,0,0,2024-06-24,2024-06-24
in_000000232117,1,29900,0,0,2024-06-18,2024-06-18
in_000000262835,1,79900,0,0,2024-06-06,2024-06-06
in_000000078182,1,9900,0,0,2024-06-09,2024-06-09
in_000000262345,1,9900,0,0,2024-06-20,2024-06-20
in_000000043723,1,9900,0,0,2024-06-06,2024-06-06
in_000000052370,1,29900,0,0,2024-06-18,2024-06-18
in_000000086886,1,199900,0,0,2024-06-11,2024-06-11
in_000000177388,1,29900,0,0,2024-06-07,2024-06-07
in_000000139774,1,29900,0,0,2024-06-11,2024-06-11
in_000000235335,1,29900,0,0,2024-06-22,2024-06-22
in_000000274597,1,9900,0,0,2024-06-06,2024-06-06
in_000000160540,1,29900,0,0,2024-06-13,2024-06-13
in_000000289946,1,9900,0,0,2024-06-07,2024-06-07
in_000000271509,1,29900,0,0,2024-06-06,2024-06-06
in_000000284860,1,29900,0,0,2024-06-23,2024-06-23
in_000000267737,1,9900,0,0,2024-06-13,2024-06-13
in_000000176792,1,79900,0,0,2024-06-14,2024-06-14
in_000000044392,1,9900,0,0,2024-06-23,2024-06-23
in_000000013288,1,9900,0,0,2024-06-23,2024-06-23
in_000000188684,1,199900,0,0,2024-06-22,2024-06-22
in_000000311940,1,9900,0,0,2024-06-09,2024-06-09
in_000000117004,1,9900,0,0,2024-06-11,2024-06-11
in_000000183024,1,199900,0,0,2024-06-20,2024-06-20
in_000000138042,1,9900,0,0,2024-06-18,2024-06-18
in_000000111397,1,79900,0,0,2024-06-14,2024-06-14
in_000000116010,1,79900,0,0,2024-06-16,2024-06-16
in_000000038034,1,9900,0,0,2024-06-24,2024-06-24
in_000000234915,1,9900,0,0,2024-06-11,2024-06-11
in_000000247580,1,9900,0,0,2024-06-14,2024-06-14
in_000000102760,1,9900,0,0,2024-06-13,2024-06-13
in_000000287282,1,9900,0,0,2024-06-11,2024-06-11
in_000000057258,1,9900,0,0,2024-06-13,2024-06-13
in_000000317050,1,67915,1,0,2024-06-18,2024-09-09
in_000000289412,1,29900,0,0,2024-06-19,2024-06-19
in_000000121626,1,9900,0,0,2024-06-20,2024-06-20
in_000000061113,1,99000,0,0,2024-06-07,2024-06-07
in_000000099556,1,9900,0,0,2024-06-06,2024-06-06
in_000000064586,1,29900,0,0,2024-06-09,2024-06-09
in_000000122382,1,29900,0,0,2024-06-18,2024-06-18
in_000000146319,1,9900,0,0,2024-06-19,2024-06-19
in_000000031236,1,9900,0,0,2024-06-07,2024-06-07
in_000000205010,1,9900,0,0,2024-06-22,2024-06-22
in_000000105178,1,9900,0,0,2024-06-08,2024-06-08
in_000000176875,1,29900,0,0,2024-06-10,2024-06-10
in_000000175819,1,99000,0,0,2024-06-07,2024-06-07
in_000000143900,1,29900,0,0,2024-06-18,2024-06-18
in_000000172573,1,29900,0,0,2024-06-14,2024-06-14
in_000000274758,1,9900,0,0,2024-06-09,2024-06-09
in_000000023073,1,9900,0,0,2024-06-11,2024-06-11
in_000000175604,1,9900,0,0,2024-06-12,2024-06-12
in_000000087769,1,79900,0,0,2024-06-12,2024-06-12
in_000000174629,1,9900,0,0,2024-06-23,2024-06-23
in_000000237773,1,9900,0,0,2024-06-10,2024-06-10
in_000000129992,1,29900,0,0,2024-06-12,2024-06-12
in_000000264015,1,79900,0,0,2024-06-12,2024-06-12
in_000000223471,1,9900,0,0,2024-06-22,2024-06-22
in_000000156489,1,29900,0,0,2024-06-07,2024-06-07
in_000000151722,1,9900,0,0,2024-06-14,2024-06-14
in_000000116590,1,79900,0,0,2024-06-14,2024-06-14
in_000000096189,1,29900,0,0,2024-06-14,2024-06-14
in_000000099092,1,9900,0,0,2024-06-06,2024-06-06
in_000000087530,1,9900,0,0,2024-06-10,2024-06-10
in_000000295075,1,9900,0,0,2024-06-11,2024-06-11
in_000000110935,1,29900,0,0,2024-06-23,2024-06-23
in_000000010273,1,99000,0,0,2024-06-21,2024-06-21
in_000000110986,1,29900,0,0,2024-06-10,2024-06-10
in_000000196516,1,9900,0,0,2024-06-22,2024-06-22
in_000000114946,1,79900,0,0,2024-06-08,2024-06-08
in_000000250927,1,29900,0,0,2024-06-12,2024-06-12
in_000000184832,1,9900,0,0,2024-06-13,2024-06-13
in_000000251818,1,9900,0,0,2024-06-20,2024-06-20
in_000000048412,1,9900,0,0,2024-06-12,2024-06-12
in_000000046197,1,9900,0,0,2024-06-07,2024-06-07
in_000000179809,1,29900,0,0,2024-06-18,2024-06-18
in_000000309612,1,29900,0,0,2024-06-22,2024-06-22
in_000000129510,1,9900,0,0,2024-06-12,2024-06-12
in_000000076409,1,9900,0,0,2024-06-24,2024-06-24
in_000000095107,1,9900,0,0,2024-06-13,2024-06-13
in_000000274721,1,9900,0,0,2024-06-13,2024-06-13
in_000000162659,1,29900,0,0,2024-06-09,2024-06-09
in_000000150629,1,29900,0,0,2024-06-19,2024-06-19
in_000000024751,1,9900,0,0,2024-06-26,2024-06-26
in_000000207915,1,9900,0,0,2024-06-16,2024-06-16
in_000000104120,1,29900,0,0,2024-06-21,2024-06-21
in_000000271555,1,79900,0,0,2024-06-13,2024-06-13
in_000000208356,1,9900,0,0,2024-06-15,2024-06-15
in_000000120897,1,79900,0,0,2024-06-19,2024-06-19
in_000000020341,1,79900,0,0,2024-06-08,2024-06-08
in_000000283773,1,9900,0,0,2024-06-06,2024-06-06
in_000000319014,1,199900,0,0,2024-06-16,2024-06-16
in_000000022448,1,29900,0,0,2024-06-11,2024-06-11
in_000000278191,1,29900,0,0,2024-06-17,2024-06-17
in_000000067892,1,9900,0,0,2024-06-14,2024-06-14
in_000000290886,1,799000,0,0,2024-06-07,2024-06-07
in_000000055082,1,9900,0,0,2024-06-11,2024-06-11
in_000000008025,1,9900,0,0,2024-06-21,2024-06-21
in_000000282470,1,799000,0,0,2024-06-12,2024-06-12
in_000000122536,1,29900,0,0,2024-06-12,2024-06-12
in_000000000791,1,79900,0,0,2024-06-10,2024-06-10
in_000000311362,1,9900,0,0,2024-06-14,2024-06-14
in_000000176134,1,9900,0,0,2024-06-14,2024-06-14
in_000000191764,1,9900,0,0,2024-06-18,2024-06-18
in_000000012191,1,29900,0,0,2024-06-07,2024-06-07
in_000000230211,1,9900,0,0,2024-06-21,2024-06-21
in_000000045135,1,9900,0,0,2024-06-16,2024-06-16
in_000000263248,1,29900,0,0,2024-06-21,2024-06-21
in_000000112983,1,79900,0,0,2024-06-13,2024-06-13
in_000000007155,1,29900,0,0,2024-07-03,2024-07-03
in_000000236937,1,9900,0,0,2024-06-23,2024-06-23
in_000000239806,1,9900,0,0,2024-06-14,2024-06-14
in_000000004711,1,199900,0,0,2024-06-14,2024-06-14
in_000000008391,1,29900,0,0,2024-06-16,2024-06-16
in_000000005097,1,99000,0,0,2024-06-13,2024-06-13
in_000000036543,1,9900,0,0,2024-06-15,2024-06-15
in_000000042252,1,9900,0,0,2024-06-06,2024-06-06
in_000000108466,1,29900,0,0,2024-06-07,2024-06-07
in_000000192916,1,9900,0,0,2024-06-23,2024-06-23
in_000000235564,1,9900,0,0,2024-06-14,2024-06-14
in_000000302682,1,9900,0,0,2024-06-07,2024-06-07
in_000000309753,1,29900,0,0,2024-06-13,2024-06-13
in_000000235128,1,199900,0,0,2024-06-06,2024-06-06
in_000000119203,1,9900,0,0,2024-06-13,2024-06-13
in_000000119129,1,29900,0,0,2024-06-27,2024-06-27
in_000000221939,1,29900,0,0,2024-06-10,2024-06-10
in_000000318399,1,199900,0,0,2024-06-14,2024-06-14
in_000000102277,1,9900,0,0,2024-06-15,2024-06-15
in_000000028041,1,9900,0,0,2024-06-17,2024-06-17
in_000000272613,1,29900,0,0,2024-06-16,2024-06-16
in_000000164404,1,9900,0,0,2024-06-16,2024-06-16
in_000000118936,1,9900,0,0,2024-06-15,2024-06-15
in_000000156167,1,9900,0,0,2024-06-11,2024-06-11
in_000000153361,1,9900,0,0,2024-06-05,2024-06-05
in_000000321006,1,9900,0,0,2024-06-04,2024-06-04
in_000000214496,1,199900,0,0,2024-06-11,2024-06-11
in_000000283681,1,79900,0,0,2024-06-21,2024-06-21
in_000000318825,1,9900,0,0,2024-07-03,2024-07-03
in_000000277661,1,9900,0,0,2024-06-05,2024-06-05
in_000000211552,1,9900,0,0,2024-06-19,2024-06-19
in_000000169494,1,29900,0,0,2024-06-20,2024-06-20
in_000000268007,1,9900,0,0,2024-06-21,2024-06-21
in_000000126245,1,29900,0,0,2024-06-12,2024-06-12
in_000000125588,1,99000,0,0,2024-06-20,2024-06-20
in_000000015176,1,29900,0,0,2024-06-22,2024-06-22
in_000000146442,1,9900,0,0,2024-06-18,2024-06-18
in_000000091436,1,9900,0,0,2024-06-22,2024-06-22
in_000000031223,1,9900,0,0,2024-06-10,2024-06-10
in_000000313644,1,9900,0,0,2024-06-23,2024-06-23
in_000000056591,1,29900,0,0,2024-06-08,2024-06-08
in_000000018781,1,9900,0,0,2024-06-16,2024-06-16
in_000000089774,1,29900,0,0,2024-06-11,2024-06-11
in_000000191380,1,29900,0,0,2024-06-06,2024-06-06
in_000000142409,1,199900,0,0,2024-06-17,2024-06-17
in_000000259153,1,9900,0,0,2024-06-23,2024-06-23
in_000000078215,1,29900,0,0,2024-06-18,2024-06-18
in_000000106256,1,29900,0,0,2024-06-08,2024-06-08
in_000000261073,1,29900,0,0,2024-06-17,2024-06-17
in_000000077401,1,29900,0,0,2024-06-15,2024-06-15
in_000000189104,1,8415,1,0,2024-06-21,2024-10-09
in_000000188122,1,9900,0,0,2024-06-08,2024-06-08
in_000000088116,1,9900,0,0,2024-06-18,2024-06-18
in_000000047241,1,9900,0,0,2024-07-05,2024-07-05
in_000000236717,1,799000,0,0,2024-06-09,2024-06-09
in_000000180998,1,79900,0,0,2024-06-20,2024-06-20
in_000000301398,1,9900,0,0,2024-06-18,2024-06-18
in_000000040524,1,199900,0,0,2024-06-09,2024-06-09
in_000000250480,1,9900,0,0,2024-06-24,2024-06-24
in_000000053426,1,9900,0,0,2024-06-11,2024-06-11
in_000000056373,1,79900,0,0,2024-06-26,2024-06-26
in_000000141646,1,79900,0,0,2024-06-10,2024-06-10
in_000000200313,1,29900,0,0,2024-06-17,2024-06-17
in_000000202077,1,9900,0,0,2024-06-21,2024-06-21
in_000000109320,1,9900,0,0,2024-06-08,2024-06-08
in_000000184515,1,9900,0,0,2024-06-25,2024-06-25
in_000000041706,1,29900,0,0,2024-06-19,2024-06-19
in_000000274591,1,29900,0,0,2024-06-21,2024-06-21
in_000000019708,1,29900,0,0,2024-06-17,2024-06-17
in_000000001865,1,29900,0,0,2024-06-12,2024-06-12
in_000000046000,1,9900,0,0,2024-06-26,2024-06-26
in_000000230009,1,29900,0,0,2024-06-18,2024-06-18
in_000000144330,1,3960,0,1,2024-06-11,2024-06-22
in_000000245067,1,9900,0,0,2024-06-22,2024-06-22
in_000000296917,1,9900,0,0,2024-06-22,2024-06-22
in_000000311749,1,29900,0,0,2024-06-22,2024-06-22
in_000000312589,1,9900,0,0,2024-06-15,2024-06-15
in_000000181204,1,9900,0,0,2024-06-03,2024-06-03
in_000000087441,1,29900,0,0,2024-06-05,2024-06-05
in_000000044439,1,9900,0,0,2024-06-16,2024-06-16
in_000000172651,1,79900,0,0,2024-06-20,2024-06-20
in_000000009905,1,79900,0,0,2024-06-11,2024-06-11
in_000000301501,1,29900,0,0,2024-06-13,2024-06-13
in_000000136904,1,79900,0,0,2024-06-11,2024-06-11
in_000000300754,1,99000,0,0,2024-06-21,2024-06-21
in_000000300820,1,29900,0,0,2024-06-21,2024-06-21
in_000000172736,1,9900,0,0,2024-06-05,2024-06-05
in_000000293749,1,9900,0,0,2024-06-18,2024-06-18
in_000000297759,1,79900,0,0,2024-06-13,2024-06-13
in_000000115720,1,9900,0,0,2024-06-06,2024-06-06
in_000000042291,1,9900,0,0,2024-06-24,2024-06-24
in_000000305724,1,99000,0,0,2024-06-03,2024-06-03
in_000000071014,1,29900,0,0,2024-06-15,2024-06-15
in_000000043662,1,9900,0,0,2024-06-17,2024-06-17
in_000000191185,1,29900,0,0,2024-06-16,2024-06-16
in_000000107082,1,9900,0,0,2024-06-06,2024-06-06
in_000000134583,1,9900,0,0,2024-06-20,2024-06-20
in_000000173494,1,79900,0,0,2024-06-06,2024-06-06
in_000000048910,1,9900,0,0,2024-06-22,2024-06-22
in_000000047196,1,29900,0,0,2024-06-23,2024-06-23
in_000000195687,1,29900,0,0,2024-06-04,2024-06-04
in_000000196380,1,79900,0,0,2024-06-06,2024-06-06
in_000000141438,1,9900,0,0,2024-06-10,2024-06-10
in_000000036333,1,9900,0,0,2024-06-07,2024-06-07
in_000000257111,1,79900,0,0,2024-06-19,2024-06-19
in_000000240416,1,199900,0,0,2024-06-17,2024-06-17
in_000000136248,1,9900,0,0,2024-06-07,2024-06-07
in_000000109399,1,29900,0,0,2024-06-20,2024-06-20
in_000000249787,1,199900,0,0,2024-06-08,2024-06-08
in_000000005193,1,9900,0,0,2024-06-08,2024-06-08
in_000000140252,1,79900,0,0,2024-06-10,2024-06-10
in_000000115368,1,99000,0,0,2024-06-23,2024-06-23
in_000000179651,1,9900,0,0,2024-06-26,2024-06-26
in_000000307532,1,79900,0,0,2024-06-11,2024-06-11
in_000000074825,1,9900,0,0,2024-06-16,2024-06-16
in_000000095061,1,199900,0,0,2024-06-21,2024-06-21
in_000000072199,1,199900,0,0,2024-06-06,2024-06-06
in_000000233856,1,29900,0,0,2024-06-15,2024-06-15
in_000000129113,1,29900,0,0,2024-06-17,2024-06-17
in_000000057220,1,29900,0,0,2024-06-11,2024-06-11
in_000000257187,1,299000,0,0,2024-06-11,2024-06-11
in_000000309649,1,9900,0,0,2024-06-13,2024-06-13
in_000000038101,1,9900,0,0,2024-06-09,2024-06-09
in_000000037573,1,9900,0,0,2024-06-20,2024-06-20
in_000000207413,1,29900,0,0,2024-06-14,2024-06-14
in_000000207236,1,9900,0,0,2024-06-21,2024-06-21
in_000000103420,1,29900,0,0,2024-06-07,2024-06-07
in_000000288857,1,79900,0,0,2024-06-18,2024-06-18
in_000000076389,1,9900,0,0,2024-06-18,2024-06-18
in_000000140093,1,79900,0,0,2024-06-24,2024-06-24
in_000000163378,1,9900,0,0,2024-06-08,2024-06-08
in_000000057608,1,9900,0,0,2024-06-23,2024-06-23
in_000000272106,1,799000,0,0,2024-06-11,2024-06-11
in_000000094020,1,29900,0,0,2024-06-16,2024-06-16
in_000000025798,1,9900,0,0,2024-06-06,2024-06-06
in_000000275776,1,9900,0,0,2024-06-22,2024-06-22
in_000000123040,1,9900,0,0,2024-06-06,2024-06-06
in_000000024874,1,199900,0,0,2024-06-13,2024-06-13
in_000000155743,1,199900,0,0,2024-06-25,2024-06-25
in_000000001498,1,9900,0,0,2024-06-14,2024-06-14
in_000000181101,1,9900,0,0,2024-06-09,2024-06-09
in_000000180513,1,9900,0,0,2024-06-13,2024-06-13
in_000000094326,1,29900,0,0,2024-06-06,2024-06-06
in_000000050081,1,29900,0,0,2024-06-13,2024-06-13
in_000000102256,1,9900,0,0,2024-06-19,2024-06-19
in_000000155063,1,29900,0,0,2024-06-05,2024-06-05
in_000000099436,1,9900,0,0,2024-06-12,2024-06-12
in_000000093087,1,29900,0,0,2024-06-15,2024-06-15
in_000000094300,1,29900,0,0,2024-06-23,2024-06-23
in_000000026422,1,29900,0,0,2024-06-05,2024-06-05
in_000000277367,1,29900,0,0,2024-06-12,2024-06-12
in_000000101733,1,9900,0,0,2024-06-08,2024-06-08
in_000000319584,1,29900,0,0,2024-06-12,2024-06-12
in_000000217916,1,9900,0,0,2024-06-25,2024-06-25
in_000000278119,1,9900,0,0,2024-06-06,2024-06-06
in_000000153259,1,29900,0,0,2024-06-18,2024-06-18
in_000000063557,1,9900,0,0,2024-06-20,2024-06-20
