INVOICE_ID,CUSTOMER_ID,INVOICE_AMOUNT_PAID_CENTS
in_000000242784,cus_000000019408,9900
in_000000242931,cus_000000019423,29900
in_000000302083,cus_000000024202,79900
in_000000303610,cus_000000024310,9900
in_000000303708,cus_000000024318,9900
in_000000303883,cus_000000024333,9900
in_000000303897,cus_000000024335,79900
in_000000303925,cus_000000024338,79900
in_000000304058,cus_000000024353,9900
in_000000306062,cus_000000024504,9900
in_000000306230,cus_000000024518,9900
in_000000306237,cus_000000024519,9900
in_000000306384,cus_000000024532,79900
in_000000306426,cus_000000024539,79900
in_000000243134,cus_000000019444,29900
in_000000243197,cus_000000019446,79900
in_000000243239,cus_000000019449,199900
in_000000243631,cus_000000019481,29900
in_000000243666,cus_000000019485,9900
in_000000302482,cus_000000024234,9900
in_000000302510,cus_000000024236,9900
in_000000302937,cus_000000024263,9900
in_000000304226,cus_000000024361,29900
in_000000304506,cus_000000024394,29900
in_000000306559,cus_000000024553,29900
in_000000306629,cus_000000024560,9900
in_000000306685,cus_000000024566,9900
in_000000306783,cus_000000024580,9900
in_000000306972,cus_000000024596,9900
in_000000306993,cus_000000024598,29900
in_000000303133,cus_000000024273,99000
in_000000303308,cus_000000024286,9900
in_000000303350,cus_000000024291,9900
in_000000304877,cus_000000024418,29900
in_000000305073,cus_000000024430,9900
in_000000305101,cus_000000024431,9900
in_000000243862,cus_000000019499,9900
in_000000303665,cus_000000024315,29900
in_000000304015,cus_000000024344,9900
in_000000305444,cus_000000024451,9900
in_000000305724,cus_000000024475,99000
in_000000307147,cus_000000024607,9900
in_000000307217,cus_000000024612,29900
in_000000307532,cus_000000024644,79900
in_000000304197,cus_000000024360,199900
in_000000304288,cus_000000024367,29900
in_000000304351,cus_000000024371,29900
in_000000304442,cus_000000024382,79900
in_000000304540,cus_000000024397,29900
in_000000244352,cus_000000019531,9900
in_000000244520,cus_000000019543,79900
in_000000244730,cus_000000019557,9900
in_000000307735,cus_000000024663,9900
in_000000307826,cus_000000024672,79900
in_000000308008,cus_000000024688,9900
in_000000308029,cus_000000024689,29900
in_000000306452,cus_000000024541,9900
in_000000306522,cus_000000024550,29900
in_000000306753,cus_000000024573,199900
in_000000306858,cus_000000024586,9900
in_000000304736,cus_000000024411,29900
in_000000305254,cus_000000024439,9900
in_000000305275,cus_000000024440,29900
in_000000308148,cus_000000024702,9900
in_000000308421,cus_000000024723,9900
in_000000308526,cus_000000024729,29900
in_000000308610,cus_000000024746,29900
in_000000308673,cus_000000024749,29900
in_000000244856,cus_000000019570,9900
in_000000244961,cus_000000019580,9900
in_000000245129,cus_000000019598,9900
in_000000245213,cus_000000019602,9900
in_000000245220,cus_000000019603,99000
in_000000245304,cus_000000019611,29900
in_000000245339,cus_000000019614,79900
in_000000308736,cus_000000024756,9900
in_000000308813,cus_000000024763,79900
in_000000308946,cus_000000024771,9900
in_000000308960,cus_000000024773,9900
in_000000308988,cus_000000024776,9900
in_000000309065,cus_000000024785,99000
in_000000307054,cus_000000024601,9900
in_000000307180,cus_000000024610,9900
in_000000245598,cus_000000019629,29900
in_000000245731,cus_000000019635,9900
in_000000245864,cus_000000019646,9900
in_000000305499,cus_000000024456,9900
in_000000305583,cus_000000024463,9900
in_000000309289,cus_000000024808,9900
in_000000307936,cus_000000024680,9900
in_000000306157,cus_000000024512,9900
in_000000246151,cus_000000019666,9900
in_000000246228,cus_000000019671,9900
in_000000246480,cus_000000019686,79900
in_000000310017,cus_000000024865,9900
in_000000310220,cus_000000024884,9900
in_000000310241,cus_000000024887,199900
in_000000306878,cus_000000024588,79900
in_000000306899,cus_000000024589,29900
in_000000306906,cus_000000024590,29900
in_000000308195,cus_000000024706,199900
in_000000310444,cus_000000024900,9900
in_000000310465,cus_000000024902,79900
in_000000310556,cus_000000024909,9900
in_000000310668,cus_000000024918,29900
in_000000310906,cus_000000024932,29900
in_000000310927,cus_000000024936,79900
in_000000246704,cus_000000019700,199900
in_000000246872,cus_000000019711,9900
in_000000246921,cus_000000019713,29900
in_000000307382,cus_000000024624,9900
in_000000308797,cus_000000024761,79900
in_000000309091,cus_000000024787,9900
in_000000247544,cus_000000019755,29900
in_000000311319,cus_000000024969,29900
in_000000311445,cus_000000024982,79900
in_000000311487,cus_000000024987,9900
in_000000309308,cus_000000024811,9900
in_000000247775,cus_000000019767,79900
in_000000247999,cus_000000019782,79900
in_000000307550,cus_000000024647,29900
in_000000307557,cus_000000024648,99000
in_000000307690,cus_000000024659,29900
in_000000307788,cus_000000024669,29900
in_000000309840,cus_000000024850,29900
in_000000309966,cus_000000024858,9900
in_000000310092,cus_000000024871,79900
in_000000310204,cus_000000024883,299000
in_000000311634,cus_000000024996,79900
in_000000311704,cus_000000025000,79900
in_000000311998,cus_000000000683,29900
in_000000308124,cus_000000024698,9900
in_000000308145,cus_000000024701,99000
in_000000308467,cus_000000024725,9900
in_000000308572,cus_000000024737,9900
in_000000248335,cus_000000019805,79900
in_000000248398,cus_000000019809,29900
in_000000248510,cus_000000019819,79900
in_000000248573,cus_000000019824,9900
in_000000248678,cus_000000019829,29900
in_000000248741,cus_000000019837,9900
in_000000312194,cus_000000002483,199900
in_000000312355,cus_000000012720,29900
in_000000312488,cus_000000014883,9900
in_000000312558,cus_000000021427,199900
in_000000308775,cus_000000024760,9900
in_000000308887,cus_000000024768,29900
in_000000308971,cus_000000024775,9900
in_000000309013,cus_000000024777,79900
in_000000309195,cus_000000024799,199900
in_000000311240,cus_000000024964,9900
in_000000248811,cus_000000019848,9900
in_000000248874,cus_000000019854,9900
in_000000248902,cus_000000019856,9900
in_000000249014,cus_000000019866,9900
in_000000249175,cus_000000019881,29900
in_000000309538,cus_000000024826,199900
in_000000312677,cus_000000009365,9900
in_000000312831,cus_000000001591,199900
in_000000312908,cus_000000015762,29900
in_000000312978,cus_000000010629,29900
in_000000311940,cus_000000022443,9900
in_000000249483,cus_000000019908,299000
in_000000249518,cus_000000019911,29900
in_000000249630,cus_000000019922,29900
in_000000309986,cus_000000024862,29900
in_000000310000,cus_000000024863,29900
in_000000310161,cus_000000024879,79900
in_000000310287,cus_000000024891,9900
in_000000312157,cus_000000018677,29900
in_000000312234,cus_000000021919,9900
in_000000313279,cus_000000007818,9900
in_000000313293,cus_000000006550,29900
in_000000313405,cus_000000013121,29900
in_000000313615,cus_000000019798,29900
in_000000313741,cus_000000019683,9900
in_000000313762,cus_000000017207,799000
in_000000310658,cus_000000024916,29900
in_000000310763,cus_000000024923,29900
in_000000310854,cus_000000024929,9900
in_000000310910,cus_000000024934,199900
in_000000250554,cus_000000019999,9900
in_000000313846,cus_000000004287,29900
in_000000313909,cus_000000023467,9900
in_000000314105,cus_000000004781,799000
in_000000314315,cus_000000023346,9900
in_000000311127,cus_000000024956,79900
in_000000311218,cus_000000024962,9900
in_000000311463,cus_000000024985,9900
in_000000312647,cus_000000008353,29900
in_000000312689,cus_000000001969,29900
in_000000312920,cus_000000007562,79900
in_000000312948,cus_000000012734,9900
in_000000312990,cus_000000013309,79900
in_000000313053,cus_000000016416,29900
in_000000313095,cus_000000011424,9900
in_000000251380,cus_000000020067,79900
in_000000251457,cus_000000020073,79900
in_000000311617,cus_000000024994,9900
in_000000311771,cus_000000006390,29900
in_000000311841,cus_000000021837,299000
in_000000311883,cus_000000005829,9900
in_000000311974,cus_000000009851,9900
in_000000314427,cus_000000013465,9900
in_000000314616,cus_000000024050,9900
in_000000314651,cus_000000009975,9900
in_000000314784,cus_000000010387,9900
in_000000312114,cus_000000019105,199900
in_000000312422,cus_000000000772,79900
in_000000312499,cus_000000019746,9900
in_000000312625,cus_000000004152,9900
in_000000315092,cus_000000021216,9900
in_000000315239,cus_000000020194,79900
in_000000315407,cus_000000005169,29900
in_000000315414,cus_000000018323,799000
in_000000315421,cus_000000011455,79900
in_000000313354,cus_000000018396,79900
in_000000251744,cus_000000020101,99000
in_000000251863,cus_000000020109,79900
in_000000252108,cus_000000020131,9900
in_000000315561,cus_000000011127,79900
in_000000315596,cus_000000015453,199900
in_000000315659,cus_000000011234,29900
in_000000315841,cus_000000002638,29900
in_000000312632,cus_000000001740,299000
in_000000312856,cus_000000023427,9900
in_000000312898,cus_000000005419,29900
in_000000313024,cus_000000017051,9900
in_000000313115,cus_000000021199,9900
in_000000313171,cus_000000015331,9900
in_000000316205,cus_000000017649,29900
in_000000316247,cus_000000002832,9900
in_000000316415,cus_000000018003,79900
in_000000313963,cus_000000006304,29900
in_000000314040,cus_000000012480,29900
in_000000314047,cus_000000023889,29900
in_000000314089,cus_000000014770,9900
in_000000314222,cus_000000011240,29900
in_000000314264,cus_000000022317,29900
in_000000314334,cus_000000022437,29900
in_000000313206,cus_000000007218,29900
in_000000313346,cus_000000001698,9900
in_000000313374,cus_000000018324,79900
in_000000313381,cus_000000012970,9900
in_000000313563,cus_000000011992,9900
in_000000313696,cus_000000002525,79900
in_000000252241,cus_000000020144,9900
in_000000252269,cus_000000020146,9900
in_000000252353,cus_000000020154,9900
in_000000252388,cus_000000020156,79900
in_000000252423,cus_000000020157,29900
in_000000314390,cus_000000008589,79900
in_000000314530,cus_000000009351,199900
in_000000314796,cus_000000016288,9900
in_000000313808,cus_000000008476,9900
in_000000316674,cus_000000012842,799000
in_000000316800,cus_000000012680,29900
in_000000317066,cus_000000023726,9900
in_000000314915,cus_000000011326,29900
in_000000314999,cus_000000017967,9900
in_000000315083,cus_000000009504,29900
in_000000315111,cus_000000001654,9900
in_000000315146,cus_000000016360,29900
in_000000315181,cus_000000014844,9900
in_000000315286,cus_000000006976,79900
in_000000315356,cus_000000021237,79900
in_000000252843,cus_000000020183,29900
in_000000252906,cus_000000020186,9900
in_000000317458,cus_000000021325,9900
in_000000317668,cus_000000022603,29900
in_000000315503,cus_000000023027,79900
in_000000315692,cus_000000021267,29900
in_000000314487,cus_000000017097,29900
in_000000314557,cus_000000016680,9900
in_000000314676,cus_000000019351,1999000
in_000000253326,cus_000000020216,9900
in_000000253347,cus_000000020218,79900
in_000000253445,cus_000000020223,9900
in_000000317773,cus_000000003142,9900
in_000000318004,cus_000000018064,29900
in_000000318067,cus_000000007130,29900
in_000000318095,cus_000000023288,29900
in_000000318172,cus_000000016476,29900
in_000000318193,cus_000000009892,9900
in_000000318263,cus_000000017299,9900
in_000000316077,cus_000000002769,9900
in_000000316329,cus_000000012497,9900
in_000000316427,cus_000000010516,9900
in_000000253858,cus_000000020264,79900
in_000000254082,cus_000000020290,79900
in_000000254390,cus_000000020315,29900
in_000000314984,cus_000000023863,9900
in_000000315040,cus_000000015171,9900
in_000000315054,cus_000000001300,79900
in_000000254495,cus_000000020322,9900
in_000000254614,cus_000000020329,29900
in_000000254936,cus_000000020352,9900
in_000000316630,cus_000000000348,79900
in_000000316700,cus_000000005787,9900
in_000000316777,cus_000000018507,79900
in_000000316910,cus_000000009634,9900
in_000000316931,cus_000000022759,29900
in_000000317050,cus_000000011305,79900
in_000000317127,cus_000000010368,9900
in_000000317148,cus_000000007683,9900
in_000000315614,cus_000000000850,9900
in_000000315642,cus_000000011112,29900
in_000000315670,cus_000000002102,29900
in_000000315733,cus_000000017751,79900
in_000000315789,cus_000000015397,9900
in_000000315880,cus_000000010103,79900
in_000000318459,cus_000000012089,9900
in_000000318620,cus_000000021347,29900
in_000000318739,cus_000000021089,79900
in_000000318760,cus_000000016940,9900
in_000000317358,cus_000000012228,9900
in_000000317526,cus_000000008576,9900
in_000000317617,cus_000000004023,9900
in_000000316111,cus_000000019470,79900
in_000000316167,cus_000000006123,79900
in_000000316265,cus_000000002333,29900
in_000000316314,cus_000000008117,29900
in_000000316503,cus_000000021871,29900
in_000000316566,cus_000000011175,9900
in_000000255125,cus_000000020364,29900
in_000000255314,cus_000000020377,79900
in_000000255503,cus_000000020398,9900
in_000000255538,cus_000000020399,29900
in_000000317869,cus_000000021749,29900
in_000000317946,cus_000000000722,29900
in_000000318016,cus_000000002666,9900
in_000000318879,cus_000000004798,9900
in_000000318928,cus_000000007585,9900
in_000000319054,cus_000000011130,9900
in_000000319110,cus_000000003201,29900
in_000000319320,cus_000000018847,9900
in_000000319348,cus_000000010907,9900
in_000000319383,cus_000000019678,9900
in_000000316748,cus_000000019600,79900
in_000000316888,cus_000000024056,29900
in_000000316965,cus_000000008757,9900
in_000000318506,cus_000000002336,29900
in_000000318527,cus_000000022334,9900
in_000000255720,cus_000000020412,79900
in_000000255734,cus_000000020415,79900
in_000000255783,cus_000000020421,9900
in_000000255937,cus_000000020433,29900
in_000000318975,cus_000000023312,29900
in_000000319157,cus_000000013628,9900
in_000000319199,cus_000000018116,9900
in_000000319915,cus_000000018900,9900
in_000000319950,cus_000000005947,9900
in_000000317217,cus_000000020671,29900
in_000000317287,cus_000000024070,29900
in_000000317336,cus_000000013295,29900
in_000000317532,cus_000000010951,9900
in_000000317588,cus_000000003972,29900
in_000000317630,cus_000000001712,99000
in_000000319507,cus_000000024075,79900
in_000000319584,cus_000000009181,29900
in_000000319591,cus_000000014377,99000
in_000000319661,cus_000000024583,9900
in_000000319668,cus_000000003473,99000
in_000000319689,cus_000000021716,79900
in_000000319752,cus_000000000172,79900
in_000000319787,cus_000000024816,9900
in_000000319983,cus_000000021873,9900
in_000000320060,cus_000000006078,29900
in_000000320207,cus_000000023518,9900
in_000000320228,cus_000000006031,29900
in_000000320326,cus_000000018678,29900
in_000000320536,cus_000000016580,9900
in_000000317756,cus_000000006568,29900
in_000000317854,cus_000000004214,29900
in_000000317980,cus_000000008004,9900
in_000000318106,cus_000000016125,9900
in_000000318218,cus_000000014177,9900
in_000000318379,cus_000000012988,79900
in_000000318589,cus_000000006551,9900
in_000000318603,cus_000000004901,9900
in_000000318652,cus_000000006559,29900
in_000000318960,cus_000000013523,9900
in_000000319212,cus_000000011513,29900
in_000000319289,cus_000000021505,29900
in_000000319359,cus_000000012027,9900
in_000000319457,cus_000000008318,29900
in_000000319485,cus_000000022023,79900
in_000000319492,cus_000000021192,9900
in_000000319653,cus_000000007976,29900
in_000000319709,cus_000000018256,9900
in_000000319786,cus_000000015961,99000
in_000000319877,cus_000000002299,79900
in_000000320262,cus_000000000656,79900
in_000000320311,cus_000000009287,9900
in_000000320577,cus_000000002948,29900
in_000000320605,cus_000000024095,9900
in_000000320696,cus_000000003787,9900
in_000000320843,cus_000000024330,79900
in_000000320948,cus_000000016200,29900
in_000000320955,cus_000000016114,9900
in_000000321060,cus_000000011887,9900
in_000000320034,cus_000000023090,9900
in_000000320097,cus_000000016094,79900
in_000000320237,cus_000000009976,299000
in_000000320356,cus_000000017694,9900
in_000000320405,cus_000000009524,9900
in_000000320545,cus_000000014823,9900
in_000000256203,cus_000000020451,199900
in_000000256210,cus_000000020452,99000
in_000000256357,cus_000000020463,199900
in_000000256434,cus_000000020470,9900
in_000000256756,cus_000000020492,9900
in_000000256889,cus_000000020501,29900
in_000000257106,cus_000000020515,99000
in_000000257267,cus_000000020527,9900
in_000000257288,cus_000000020531,9900
in_000000257302,cus_000000020532,9900
in_000000257743,cus_000000020568,79900
in_000000258030,cus_000000020595,9900
in_000000258247,cus_000000020613,29900
in_000000258842,cus_000000020651,199900
in_000000259234,cus_000000020679,29900
in_000000259738,cus_000000020712,29900
in_000000260095,cus_000000020737,9900
in_000000260312,cus_000000020755,29900
in_000000260739,cus_000000020789,9900
in_000000260823,cus_000000020794,9900
in_000000260844,cus_000000020796,9900
in_000000261530,cus_000000020848,9900
in_000000261649,cus_000000020864,9900
in_000000261789,cus_000000020878,9900
in_000000261817,cus_000000020882,9900
in_000000262244,cus_000000020911,9900
in_000000262496,cus_000000020932,9900
in_000000262664,cus_000000020945,9900
in_000000262776,cus_000000020954,99000
in_000000262811,cus_000000020956,9900
in_000000262902,cus_000000020962,29900
in_000000263000,cus_000000020971,79900
in_000000263091,cus_000000020981,29900
in_000000263749,cus_000000021030,9900
in_000000264015,cus_000000021054,79900
in_000000264134,cus_000000021065,79900
in_000000264253,cus_000000021077,29900
in_000000264365,cus_000000021088,79900
in_000000264442,cus_000000021093,9900
in_000000264596,cus_000000021107,9900
in_000000264610,cus_000000021109,79900
in_000000264736,cus_000000021126,29900
in_000000264792,cus_000000021130,199900
in_000000264883,cus_000000021134,79900
in_000000265142,cus_000000021157,9900
in_000000265261,cus_000000021164,9900
in_000000265632,cus_000000021188,29900
in_000000265660,cus_000000021191,29900
in_000000320719,cus_000000006391,29900
in_000000320859,cus_000000012242,9900
in_000000321006,cus_000000005931,9900
in_000000321027,cus_000000006147,9900
in_000000321104,cus_000000008870,9900
in_000000320711,cus_000000001455,29900
in_000000320760,cus_000000007331,9900
in_000000320774,cus_000000017450,29900
in_000000320788,cus_000000007790,199900
in_000000320893,cus_000000023307,9900
in_000000321040,cus_000000007273,9900
in_000000321082,cus_000000022189,9900
in_000000320629,cus_000000010579,29900
in_000000265800,cus_000000021205,199900
in_000000265947,cus_000000021222,79900
in_000000265968,cus_000000021223,79900
in_000000266136,cus_000000021237,29900
in_000000266164,cus_000000021240,29900
in_000000266192,cus_000000021243,29900
in_000000266710,cus_000000021290,9900
in_000000266962,cus_000000021312,99000
in_000000266997,cus_000000021316,79900
in_000000267032,cus_000000021318,199900
in_000000267074,cus_000000021321,79900
in_000000267109,cus_000000021325,9900
in_000000267725,cus_000000021376,9900
in_000000267781,cus_000000021379,79900
in_000000267914,cus_000000021391,199900
in_000000267977,cus_000000021397,199900
in_000000268257,cus_000000021417,299000
in_000000268383,cus_000000021425,199900
in_000000268481,cus_000000021439,9900
in_000000268670,cus_000000021450,29900
in_000000268831,cus_000000021463,9900
in_000000268929,cus_000000021466,29900
in_000000268985,cus_000000021471,79900
in_000000269027,cus_000000021473,29900
in_000000269468,cus_000000021514,29900
in_000000269832,cus_000000021539,9900
in_000000270182,cus_000000021571,29900
in_000000270364,cus_000000021583,79900
in_000000270413,cus_000000021586,29900
in_000000270784,cus_000000021621,29900
in_000000270812,cus_000000021622,29900
in_000000271477,cus_000000021673,9900
in_000000271589,cus_000000021683,9900
in_000000271764,cus_000000021695,9900
in_000000271876,cus_000000021707,9900
in_000000271890,cus_000000021711,29900
in_000000271911,cus_000000021712,29900
in_000000272023,cus_000000021721,79900
in_000000272170,cus_000000021736,9900
in_000000272576,cus_000000021765,99000
in_000000272905,cus_000000021794,9900
in_000000273031,cus_000000021803,199900
in_000000273514,cus_000000021837,29900
in_000000273556,cus_000000021840,99000
in_000000273584,cus_000000021843,99000
in_000000273612,cus_000000021845,79900
in_000000273689,cus_000000021855,9900
in_000000273948,cus_000000021880,29900
in_000000273955,cus_000000021881,9900
in_000000274102,cus_000000021891,29900
in_000000274795,cus_000000021951,9900
in_000000274858,cus_000000021956,29900
in_000000274942,cus_000000021960,79900
in_000000274963,cus_000000021962,9900
in_000000275187,cus_000000021980,79900
in_000000275355,cus_000000021993,9900
in_000000275698,cus_000000022028,29900
in_000000275803,cus_000000022040,9900
in_000000275845,cus_000000022042,29900
in_000000275971,cus_000000022052,299000
in_000000276755,cus_000000022113,9900
in_000000276818,cus_000000022119,9900
in_000000276888,cus_000000022125,199900
in_000000276895,cus_000000022126,29900
in_000000276965,cus_000000022134,79900
in_000000277504,cus_000000022178,9900
in_000000277546,cus_000000022180,9900
in_000000277581,cus_000000022182,9900
in_000000277735,cus_000000022195,9900
in_000000277889,cus_000000022207,9900
in_000000278526,cus_000000022275,9900
in_000000278589,cus_000000022280,9900
in_000000278652,cus_000000022284,29900
in_000000278743,cus_000000022291,9900
in_000000278806,cus_000000022294,29900
in_000000278841,cus_000000022295,9900
in_000000279289,cus_000000022332,9900
in_000000279352,cus_000000022334,29900
in_000000279422,cus_000000022337,199900
in_000000279905,cus_000000022369,29900
in_000000280059,cus_000000022384,9900
in_000000280220,cus_000000022397,799000
in_000000280367,cus_000000022414,9900
in_000000280486,cus_000000022423,79900
in_000000280731,cus_000000022442,9900
in_000000280962,cus_000000022463,79900
in_000000281151,cus_000000022482,199900
in_000000281291,cus_000000022494,9900
in_000000281494,cus_000000022511,29900
in_000000281564,cus_000000022516,29900
in_000000282075,cus_000000022553,9900
in_000000282488,cus_000000022584,9900
in_000000282705,cus_000000022597,299000
in_000000282733,cus_000000022599,9900
in_000000282943,cus_000000022615,9900
in_000000283125,cus_000000022634,79900
in_000000283573,cus_000000022673,29900
in_000000283671,cus_000000022685,79900
in_000000283797,cus_000000022697,79900
in_000000283874,cus_000000022706,9900
in_000000284189,cus_000000022730,9900
in_000000284511,cus_000000022752,9900
in_000000284749,cus_000000022767,9900
in_000000284812,cus_000000022771,9900
in_000000285008,cus_000000022788,9900
in_000000285148,cus_000000022798,79900
in_000000285225,cus_000000022805,79900
in_000000285281,cus_000000022813,9900
in_000000285316,cus_000000022815,299000
in_000000285351,cus_000000022822,9900
in_000000285498,cus_000000022836,9900
in_000000285603,cus_000000022841,9900
in_000000285610,cus_000000022842,9900
in_000000285624,cus_000000022843,9900
in_000000285694,cus_000000022853,9900
in_000000285890,cus_000000022865,79900
in_000000286128,cus_000000022883,199900
in_000000286219,cus_000000022889,29900
in_000000286268,cus_000000022894,79900
in_000000286583,cus_000000022930,9900
in_000000286723,cus_000000022942,79900
in_000000286779,cus_000000022945,79900
in_000000286989,cus_000000022957,9900
in_000000287101,cus_000000022967,9900
in_000000287122,cus_000000022968,9900
in_000000287430,cus_000000022989,9900
in_000000287626,cus_000000023008,29900
in_000000287871,cus_000000023027,79900
in_000000288011,cus_000000023036,29900
in_000000288109,cus_000000023045,9900
in_000000288410,cus_000000023064,9900
in_000000288725,cus_000000023093,9900
in_000000289313,cus_000000023144,99000
in_000000289383,cus_000000023147,9900
in_000000289502,cus_000000023155,9900
in_000000289607,cus_000000023162,29900
in_000000289649,cus_000000023168,9900
in_000000289740,cus_000000023176,79900
in_000000289852,cus_000000023186,9900
in_000000289985,cus_000000023195,9900
in_000000290545,cus_000000023240,9900
in_000000290797,cus_000000023263,9900
in_000000290916,cus_000000023272,99000
in_000000290930,cus_000000023274,79900
in_000000290944,cus_000000023275,79900
in_000000291063,cus_000000023280,9900
in_000000291084,cus_000000023281,9900
in_000000291105,cus_000000023283,9900
in_000000291329,cus_000000023298,9900
in_000000291693,cus_000000023334,29900
in_000000291770,cus_000000023340,29900
in_000000292043,cus_000000023362,29900
in_000000292050,cus_000000023363,9900
in_000000292190,cus_000000023374,9900
in_000000292610,cus_000000023413,9900
in_000000292659,cus_000000023418,9900
in_000000292680,cus_000000023422,99000
in_000000292694,cus_000000023425,29900
in_000000292939,cus_000000023441,9900
in_000000292946,cus_000000023442,29900
in_000000293023,cus_000000023449,1999000
in_000000293191,cus_000000023461,9900
in_000000293205,cus_000000023463,29900
in_000000293408,cus_000000023481,9900
in_000000293436,cus_000000023484,9900
in_000000293807,cus_000000023518,1999000
in_000000294234,cus_000000023554,79900
in_000000294346,cus_000000023563,29900
in_000000294563,cus_000000023581,29900
in_000000294640,cus_000000023587,79900
in_000000294682,cus_000000023593,29900
in_000000294808,cus_000000023607,29900
in_000000295235,cus_000000023634,79900
in_000000295375,cus_000000023644,29900
in_000000295529,cus_000000023659,79900
in_000000295753,cus_000000023673,29900
in_000000295802,cus_000000023676,9900
in_000000295858,cus_000000023681,29900
in_000000295942,cus_000000023690,9900
in_000000296082,cus_000000023706,9900
in_000000296124,cus_000000023709,9900
in_000000296698,cus_000000023764,79900
in_000000296733,cus_000000023771,99000
in_000000296747,cus_000000023775,29900
in_000000296831,cus_000000023780,29900
in_000000296943,cus_000000023792,9900
in_000000297013,cus_000000023800,9900
in_000000297118,cus_000000023812,79900
in_000000297188,cus_000000023821,799000
in_000000297349,cus_000000023833,9900
in_000000297636,cus_000000023853,29900
in_000000297783,cus_000000023863,9900
in_000000297846,cus_000000023871,9900
in_000000298028,cus_000000023887,9900
in_000000298154,cus_000000023893,199900
in_000000298280,cus_000000023905,29900
in_000000298693,cus_000000023938,29900
in_000000299442,cus_000000024001,9900
in_000000299463,cus_000000024005,9900
in_000000299484,cus_000000024008,9900
in_000000299554,cus_000000024016,29900
in_000000299568,cus_000000024017,9900
in_000000299694,cus_000000024023,29900
in_000000299932,cus_000000024044,79900
in_000000300247,cus_000000024067,29900
in_000000300317,cus_000000024072,9900
in_000000300541,cus_000000024088,29900
in_000000300695,cus_000000024100,29900
in_000000300779,cus_000000024111,79900
in_000000300982,cus_000000024127,9900
in_000000301087,cus_000000024133,199900
in_000000301178,cus_000000024141,9900
in_000000301374,cus_000000024152,29900
in_000000301878,cus_000000024188,9900
in_000000301927,cus_000000024190,9900
in_000000302032,cus_000000024196,79900
in_000000302186,cus_000000024209,29900
in_000000302284,cus_000000024219,9900
in_000000302599,cus_000000024243,199900
in_000000302690,cus_000000024248,9900
in_000000302991,cus_000000024265,9900
in_000000303166,cus_000000024275,199900
in_000000303278,cus_000000024283,799000
in_000000303292,cus_000000024285,9900
in_000000303656,cus_000000024314,79900
in_000000303698,cus_000000024317,29900
in_000000303817,cus_000000024326,9900
in_000000304048,cus_000000024351,9900
in_000000304391,cus_000000024376,9900
in_000000304419,cus_000000024377,9900
in_000000304454,cus_000000024383,9900
in_000000304461,cus_000000024384,9900
in_000000304629,cus_000000024405,199900
in_000000304951,cus_000000024422,9900
in_000000304958,cus_000000024423,9900
in_000000304986,cus_000000024425,79900
in_000000305147,cus_000000024433,9900
in_000000305196,cus_000000024435,9900
in_000000305665,cus_000000024470,29900
in_000000305910,cus_000000024494,9900
in_000000306015,cus_000000024500,29900
in_000000306043,cus_000000024502,29900
in_000000306127,cus_000000024509,9900
in_000000306183,cus_000000024515,9900
in_000000306288,cus_000000024523,9900
in_000000306659,cus_000000024562,9900
in_000000306715,cus_000000024571,29900
in_000000307016,cus_000000024599,9900
in_000000307170,cus_000000024609,9900
in_000000307247,cus_000000024614,29900
in_000000307317,cus_000000024618,199900
in_000000307450,cus_000000024633,9900
in_000000307702,cus_000000024660,29900
in_000000307891,cus_000000024677,79900
in_000000307968,cus_000000024686,9900
in_000000308255,cus_000000024713,79900
in_000000308290,cus_000000024714,9900
in_000000308598,cus_000000024745,29900
in_000000308626,cus_000000024747,29900
in_000000308640,cus_000000024748,9900
in_000000308696,cus_000000024753,9900
in_000000308766,cus_000000024759,9900
in_000000308843,cus_000000024766,99000
in_000000309123,cus_000000024789,9900
in_000000309326,cus_000000024812,29900
in_000000309501,cus_000000024824,79900
in_000000309522,cus_000000024825,199900
in_000000309753,cus_000000024840,29900
in_000000309788,cus_000000024842,9900
in_000000309886,cus_000000024852,29900
in_000000309921,cus_000000024854,29900
in_000000310068,cus_000000024869,9900
in_000000310117,cus_000000024874,9900
in_000000310383,cus_000000024897,79900
in_000000310495,cus_000000024906,29900
in_000000310614,cus_000000024912,9900
in_000000310705,cus_000000024920,79900
in_000000310880,cus_000000024931,9900
in_000000310964,cus_000000024938,9900
in_000000311013,cus_000000024945,29900
in_000000311027,cus_000000024947,9900
in_000000311188,cus_000000024961,9900
in_000000311279,cus_000000024966,79900
in_000000311307,cus_000000024968,29900
in_000000311398,cus_000000024976,29900
in_000000311552,cus_000000024991,199900
in_000000311762,cus_000000014569,79900
in_000000311804,cus_000000015174,9900
in_000000312070,cus_000000016163,79900
in_000000312175,cus_000000022590,29900
in_000000312203,cus_000000016028,9900
in_000000312343,cus_000000008447,9900
in_000000312399,cus_000000001578,9900
in_000000312441,cus_000000024641,79900
in_000000312581,cus_000000007030,79900
in_000000312749,cus_000000002428,9900
in_000000312777,cus_000000002233,9900
in_000000313015,cus_000000023257,9900
in_000000313155,cus_000000021553,9900
in_000000313190,cus_000000010970,199900
in_000000313659,cus_000000002964,9900
in_000000313673,cus_000000015356,9900
in_000000313750,cus_000000019607,29900
in_000000313785,cus_000000016583,29900
in_000000313939,cus_000000001208,9900
in_000000314009,cus_000000003427,79900
in_000000314072,cus_000000001060,79900
