CUSTOMER_ID,FIRST_PAID_INVOICE_DATE,PAID_SIGNUP_COHORT_MONTH
cus_000000007749,2023-06-01,2023-06-01
cus_000000007751,2022-03-01,2022-03-01
cus_000000007762,2023-08-01,2023-08-01
cus_000000007767,2023-03-01,2023-03-01
cus_000000007773,2023-01-01,2023-01-01
cus_000000007776,2022-08-01,2022-08-01
cus_000000007822,2022-06-01,2022-06-01
cus_000000007850,2022-05-01,2022-05-01
cus_000000007865,2022-12-01,2022-12-01
cus_000000007887,2022-05-01,2022-05-01
cus_000000007892,2023-03-01,2023-03-01
cus_000000007903,2023-03-01,2023-03-01
cus_000000007910,2022-12-01,2022-12-01
cus_000000007915,2022-09-01,2022-09-01
cus_000000007926,2022-03-01,2022-03-01
cus_000000007929,2022-01-01,2022-01-01
cus_000000007931,2023-04-01,2023-04-01
cus_000000007935,2022-02-01,2022-02-01
cus_000000007940,2022-01-01,2022-01-01
cus_000000007954,2022-05-01,2022-05-01
cus_000000007958,2022-07-01,2022-07-01
cus_000000007999,2023-06-01,2023-06-01
cus_000000008005,2023-07-01,2023-07-01
cus_000000008027,2022-02-01,2022-02-01
cus_000000008035,2023-11-01,2023-11-01
cus_000000008037,2022-08-01,2022-08-01
cus_000000008038,2022-04-01,2022-04-01
cus_000000008042,2023-04-01,2023-04-01
cus_000000008051,2023-07-01,2023-07-01
cus_000000008069,2023-08-01,2023-08-01
cus_000000008087,2023-07-01,2023-07-01
cus_000000008091,2023-06-01,2023-06-01
cus_000000008092,2023-09-01,2023-09-01
cus_000000008097,2022-02-01,2022-02-01
cus_000000008102,2022-03-01,2022-03-01
cus_000000008128,2023-12-01,2023-12-01
cus_000000008134,2022-03-01,2022-03-01
cus_000000008138,2022-12-01,2022-12-01
cus_000000008139,2022-01-01,2022-01-01
cus_000000008148,2023-03-01,2023-03-01
cus_000000008168,2022-10-01,2022-10-01
cus_000000008183,2022-12-01,2022-12-01
cus_000000008206,2023-08-01,2023-08-01
cus_000000008219,2023-07-01,2023-07-01
cus_000000008220,2022-11-01,2022-11-01
cus_000000008230,2023-03-01,2023-03-01
cus_000000008233,2023-08-01,2023-08-01
cus_000000008251,2023-10-01,2023-10-01
cus_000000008273,2023-06-01,2023-06-01
cus_000000008283,2023-10-01,2023-10-01
cus_000000008314,2022-04-01,2022-04-01
cus_000000008325,2022-04-01,2022-04-01
cus_000000008335,2023-10-01,2023-10-01
cus_000000008362,2023-05-01,2023-05-01
cus_000000008383,2023-01-01,2023-01-01
cus_000000008420,2022-10-01,2022-10-01
cus_000000008426,2023-01-01,2023-01-01
cus_000000008435,2022-08-01,2022-08-01
cus_000000008448,2023-07-01,2023-07-01
cus_000000008465,2022-01-01,2022-01-01
cus_000000008466,2022-06-01,2022-06-01
cus_000000008483,2022-09-01,2022-09-01
cus_000000008486,2023-10-01,2023-10-01
cus_000000008491,2022-03-01,2022-03-01
cus_000000008496,2023-05-01,2023-05-01
cus_000000008506,2023-05-01,2023-05-01
cus_000000008509,2022-03-01,2022-03-01
cus_000000008528,2023-10-01,2023-10-01
cus_000000008545,2023-09-01,2023-09-01
cus_000000008561,2022-06-01,2022-06-01
cus_000000008571,2023-03-01,2023-03-01
cus_000000008587,2022-12-01,2022-12-01
cus_000000008592,2022-12-01,2022-12-01
cus_000000008603,2023-12-01,2023-12-01
cus_000000008633,2023-07-01,2023-07-01
cus_000000008637,2022-01-01,2022-01-01
cus_000000008640,2023-09-01,2023-09-01
cus_000000008642,2022-07-01,2022-07-01
cus_000000008671,2022-08-01,2022-08-01
cus_000000008701,2022-05-01,2022-05-01
cus_000000008704,2023-01-01,2023-01-01
cus_000000008746,2022-02-01,2022-02-01
cus_000000008751,2023-01-01,2023-01-01
cus_000000008761,2022-08-01,2022-08-01
cus_000000008771,2022-04-01,2022-04-01
cus_000000008779,2022-12-01,2022-12-01
cus_000000008781,2023-10-01,2023-10-01
cus_000000008828,2022-04-01,2022-04-01
cus_000000008847,2023-01-01,2023-01-01
cus_000000008855,2023-07-01,2023-07-01
cus_000000008860,2022-06-01,2022-06-01
cus_000000008869,2022-12-01,2022-12-01
cus_000000008874,2022-11-01,2022-11-01
cus_000000008876,2023-06-01,2023-06-01
cus_000000008882,2022-01-01,2022-01-01
cus_000000008883,2023-02-01,2023-02-01
cus_000000008907,2022-07-01,2022-07-01
cus_000000008943,2022-07-01,2022-07-01
cus_000000008954,2022-07-01,2022-07-01
cus_000000008967,2023-05-01,2023-05-01
cus_000000008991,2022-10-01,2022-10-01
cus_000000009012,2022-11-01,2022-11-01
cus_000000009030,2023-06-01,2023-06-01
cus_000000009062,2023-08-01,2023-08-01
cus_000000009069,2022-04-01,2022-04-01
cus_000000009073,2022-02-01,2022-02-01
cus_000000009077,2022-09-01,2022-09-01
cus_000000009091,2022-12-01,2022-12-01
cus_000000009112,2023-05-01,2023-05-01
cus_000000009125,2022-07-01,2022-07-01
cus_000000009186,2023-01-01,2023-01-01
cus_000000009201,2023-06-01,2023-06-01
cus_000000009203,2022-11-01,2022-11-01
cus_000000009212,2023-06-01,2023-06-01
cus_000000009218,2022-02-01,2022-02-01
cus_000000009220,2022-07-01,2022-07-01
cus_000000009248,2022-05-01,2022-05-01
cus_000000009253,2022-08-01,2022-08-01
cus_000000009254,2022-03-01,2022-03-01
cus_000000009260,2022-03-01,2022-03-01
cus_000000009267,2022-02-01,2022-02-01
cus_000000009272,2023-08-01,2023-08-01
cus_000000009274,2023-09-01,2023-09-01
cus_000000009284,2023-12-01,2023-12-01
cus_000000009309,2023-05-01,2023-05-01
cus_000000009315,2023-05-01,2023-05-01
cus_000000009317,2022-10-01,2022-10-01
cus_000000009323,2023-05-01,2023-05-01
cus_000000009325,2023-03-01,2023-03-01
cus_000000009331,2022-08-01,2022-08-01
cus_000000009332,2023-04-01,2023-04-01
cus_000000009337,2022-03-01,2022-03-01
cus_000000009340,2023-03-01,2023-03-01
cus_000000009348,2023-05-01,2023-05-01
cus_000000009359,2022-09-01,2022-09-01
cus_000000009368,2022-01-01,2022-01-01
cus_000000009373,2023-08-01,2023-08-01
cus_000000009390,2023-07-01,2023-07-01
cus_000000009405,2023-07-01,2023-07-01
cus_000000009421,2022-08-01,2022-08-01
cus_000000009426,2023-03-01,2023-03-01
cus_000000009444,2023-02-01,2023-02-01
cus_000000009463,2023-02-01,2023-02-01
cus_000000009488,2023-12-01,2023-12-01
cus_000000009494,2023-09-01,2023-09-01
cus_000000009503,2023-05-01,2023-05-01
cus_000000009514,2023-06-01,2023-06-01
cus_000000009515,2023-02-01,2023-02-01
cus_000000009527,2023-01-01,2023-01-01
cus_000000009529,2022-09-01,2022-09-01
cus_000000009537,2022-06-01,2022-06-01
cus_000000009541,2022-07-01,2022-07-01
cus_000000009556,2022-03-01,2022-03-01
cus_000000009564,2023-07-01,2023-07-01
cus_000000009609,2022-12-01,2022-12-01
cus_000000009630,2023-09-01,2023-09-01
cus_000000009632,2022-07-01,2022-07-01
cus_000000009641,2023-04-01,2023-04-01
cus_000000009655,2022-01-01,2022-01-01
cus_000000009670,2022-04-01,2022-04-01
cus_000000009679,2022-01-01,2022-01-01
cus_000000009728,2022-06-01,2022-06-01
cus_000000009600,2023-06-01,2023-06-01
cus_000000009729,2023-03-01,2023-03-01
cus_000000009743,2023-10-01,2023-10-01
cus_000000009783,2023-03-01,2023-03-01
cus_000000009811,2022-01-01,2022-01-01
cus_000000009828,2022-07-01,2022-07-01
cus_000000009835,2022-03-01,2022-03-01
cus_000000009838,2022-01-01,2022-01-01
cus_000000009858,2022-08-01,2022-08-01
cus_000000009865,2022-04-01,2022-04-01
cus_000000009869,2022-01-01,2022-01-01
cus_000000009880,2023-01-01,2023-01-01
cus_000000009888,2023-11-01,2023-11-01
cus_000000009894,2022-11-01,2022-11-01
cus_000000009941,2023-01-01,2023-01-01
cus_000000009949,2022-07-01,2022-07-01
cus_000000009950,2023-09-01,2023-09-01
cus_000000009974,2023-09-01,2023-09-01
cus_000000009981,2023-09-01,2023-09-01
cus_000000009987,2022-12-01,2022-12-01
cus_000000009990,2023-12-01,2023-12-01
cus_000000010009,2022-09-01,2022-09-01
cus_000000010010,2022-07-01,2022-07-01
cus_000000010016,2023-05-01,2023-05-01
cus_000000010038,2022-07-01,2022-07-01
cus_000000010046,2023-03-01,2023-03-01
cus_000000010047,2022-08-01,2022-08-01
cus_000000010069,2022-07-01,2022-07-01
cus_000000010074,2023-11-01,2023-11-01
cus_000000010081,2023-03-01,2023-03-01
cus_000000010084,2022-06-01,2022-06-01
cus_000000010098,2023-06-01,2023-06-01
cus_000000010099,2022-01-01,2022-01-01
cus_000000010102,2023-11-01,2023-11-01
cus_000000010113,2022-03-01,2022-03-01
cus_000000010122,2022-11-01,2022-11-01
cus_000000010140,2023-09-01,2023-09-01
cus_000000010156,2023-06-01,2023-06-01
cus_000000010175,2022-09-01,2022-09-01
cus_000000010191,2023-10-01,2023-10-01
cus_000000010208,2023-04-01,2023-04-01
cus_000000010214,2023-09-01,2023-09-01
cus_000000010219,2022-05-01,2022-05-01
cus_000000010227,2023-11-01,2023-11-01
cus_000000010234,2022-03-01,2022-03-01
cus_000000010241,2023-09-01,2023-09-01
cus_000000010261,2023-07-01,2023-07-01
cus_000000010265,2023-03-01,2023-03-01
cus_000000010269,2023-02-01,2023-02-01
cus_000000010306,2022-03-01,2022-03-01
cus_000000010322,2023-01-01,2023-01-01
cus_000000010324,2023-12-01,2023-12-01
cus_000000010335,2022-07-01,2022-07-01
cus_000000010339,2022-12-01,2022-12-01
cus_000000010360,2023-06-01,2023-06-01
cus_000000010363,2023-08-01,2023-08-01
cus_000000010367,2023-06-01,2023-06-01
cus_000000010390,2022-06-01,2022-06-01
cus_000000010416,2022-03-01,2022-03-01
cus_000000010419,2022-04-01,2022-04-01
cus_000000010420,2022-03-01,2022-03-01
cus_000000010427,2022-07-01,2022-07-01
cus_000000010438,2023-08-01,2023-08-01
cus_000000010454,2022-10-01,2022-10-01
cus_000000010474,2023-05-01,2023-05-01
cus_000000010481,2022-07-01,2022-07-01
cus_000000010490,2022-08-01,2022-08-01
cus_000000010497,2023-04-01,2023-04-01
cus_000000010501,2022-09-01,2022-09-01
cus_000000010512,2022-08-01,2022-08-01
cus_000000010524,2023-04-01,2023-04-01
cus_000000010533,2023-10-01,2023-10-01
cus_000000010547,2023-07-01,2023-07-01
cus_000000010566,2022-01-01,2022-01-01
cus_000000010571,2022-03-01,2022-03-01
cus_000000010588,2022-12-01,2022-12-01
cus_000000010590,2023-02-01,2023-02-01
cus_000000010614,2022-10-01,2022-10-01
cus_000000010615,2023-07-01,2023-07-01
cus_000000010621,2022-08-01,2022-08-01
cus_000000010647,2022-01-01,2022-01-01
cus_000000010664,2022-07-01,2022-07-01
cus_000000010677,2023-04-01,2023-04-01
cus_000000010679,2022-09-01,2022-09-01
cus_000000010685,2023-07-01,2023-07-01
cus_000000010710,2022-04-01,2022-04-01
cus_000000010719,2022-05-01,2022-05-01
cus_000000010733,2022-01-01,2022-01-01
cus_000000010755,2023-07-01,2023-07-01
cus_000000010760,2022-02-01,2022-02-01
cus_000000010770,2022-11-01,2022-11-01
cus_000000010775,2023-04-01,2023-04-01
cus_000000010782,2022-11-01,2022-11-01
cus_000000010784,2023-07-01,2023-07-01
cus_000000010797,2023-04-01,2023-04-01
cus_000000010822,2022-09-01,2022-09-01
cus_000000010829,2022-05-01,2022-05-01
cus_000000010840,2022-11-01,2022-11-01
cus_000000010854,2022-04-01,2022-04-01
cus_000000010859,2022-03-01,2022-03-01
cus_000000010871,2022-02-01,2022-02-01
cus_000000010872,2022-05-01,2022-05-01
cus_000000010914,2023-08-01,2023-08-01
cus_000000010925,2022-03-01,2022-03-01
cus_000000010936,2022-04-01,2022-04-01
cus_000000010952,2023-03-01,2023-03-01
cus_000000010956,2022-09-01,2022-09-01
cus_000000010976,2023-12-01,2023-12-01
cus_000000011002,2023-07-01,2023-07-01
cus_000000011037,2022-03-01,2022-03-01
cus_000000011044,2022-08-01,2022-08-01
cus_000000011062,2022-06-01,2022-06-01
cus_000000011069,2023-10-01,2023-10-01
cus_000000011096,2022-11-01,2022-11-01
cus_000000011100,2022-01-01,2022-01-01
cus_000000011113,2022-03-01,2022-03-01
cus_000000011142,2022-07-01,2022-07-01
cus_000000011149,2023-12-01,2023-12-01
cus_000000011155,2022-06-01,2022-06-01
cus_000000011164,2023-02-01,2023-02-01
cus_000000011200,2022-09-01,2022-09-01
cus_000000011216,2022-08-01,2022-08-01
cus_000000011218,2023-03-01,2023-03-01
cus_000000011226,2022-10-01,2022-10-01
cus_000000011255,2022-05-01,2022-05-01
cus_000000011289,2022-01-01,2022-01-01
cus_000000011323,2023-12-01,2023-12-01
cus_000000011333,2023-05-01,2023-05-01
cus_000000011338,2022-06-01,2022-06-01
cus_000000011344,2023-01-01,2023-01-01
cus_000000011347,2023-11-01,2023-11-01
cus_000000011354,2023-03-01,2023-03-01
cus_000000011358,2023-04-01,2023-04-01
cus_000000011370,2022-04-01,2022-04-01
cus_000000011383,2022-08-01,2022-08-01
cus_000000011384,2022-11-01,2022-11-01
cus_000000011390,2022-02-01,2022-02-01
cus_000000011394,2022-12-01,2022-12-01
cus_000000011409,2023-03-01,2023-03-01
cus_000000011421,2022-01-01,2022-01-01
cus_000000011426,2022-02-01,2022-02-01
cus_000000011427,2023-06-01,2023-06-01
cus_000000011430,2023-07-01,2023-07-01
cus_000000011440,2023-12-01,2023-12-01
cus_000000011479,2023-08-01,2023-08-01
cus_000000011498,2022-01-01,2022-01-01
cus_000000011527,2022-10-01,2022-10-01
cus_000000011531,2022-12-01,2022-12-01
cus_000000011551,2022-02-01,2022-02-01
cus_000000011585,2022-01-01,2022-01-01
cus_000000011590,2022-02-01,2022-02-01
cus_000000011591,2022-03-01,2022-03-01
cus_000000011598,2022-09-01,2022-09-01
cus_000000011609,2023-06-01,2023-06-01
cus_000000011617,2022-07-01,2022-07-01
cus_000000011641,2023-06-01,2023-06-01
cus_000000011645,2022-05-01,2022-05-01
cus_000000011655,2022-09-01,2022-09-01
cus_000000011656,2022-09-01,2022-09-01
cus_000000011672,2023-03-01,2023-03-01
cus_000000011675,2022-07-01,2022-07-01
cus_000000011676,2023-11-01,2023-11-01
cus_000000011687,2022-12-01,2022-12-01
cus_000000011707,2023-04-01,2023-04-01
cus_000000011712,2022-06-01,2022-06-01
cus_000000011725,2023-12-01,2023-12-01
cus_000000011727,2023-11-01,2023-11-01
cus_000000011737,2023-02-01,2023-02-01
cus_000000011741,2023-02-01,2023-02-01
cus_000000011743,2023-04-01,2023-04-01
cus_000000011795,2022-06-01,2022-06-01
cus_000000011796,2022-07-01,2022-07-01
cus_000000011814,2022-02-01,2022-02-01
cus_000000011817,2022-02-01,2022-02-01
cus_000000011824,2023-01-01,2023-01-01
cus_000000011857,2023-12-01,2023-12-01
cus_000000011859,2023-01-01,2023-01-01
cus_000000011869,2023-02-01,2023-02-01
cus_000000011870,2022-04-01,2022-04-01
cus_000000011904,2022-08-01,2022-08-01
cus_000000011909,2022-11-01,2022-11-01
cus_000000011910,2022-02-01,2022-02-01
cus_000000011929,2023-01-01,2023-01-01
cus_000000011940,2023-01-01,2023-01-01
cus_000000011966,2022-01-01,2022-01-01
cus_000000011972,2023-11-01,2023-11-01
cus_000000011981,2023-05-01,2023-05-01
cus_000000012021,2022-08-01,2022-08-01
cus_000000012039,2022-01-01,2022-01-01
cus_000000012045,2023-09-01,2023-09-01
cus_000000012051,2023-01-01,2023-01-01
cus_000000012058,2022-02-01,2022-02-01
cus_000000012074,2022-01-01,2022-01-01
cus_000000012097,2023-03-01,2023-03-01
cus_000000012114,2023-01-01,2023-01-01
cus_000000012133,2022-11-01,2022-11-01
cus_000000012134,2023-11-01,2023-11-01
cus_000000012138,2022-02-01,2022-02-01
cus_000000012160,2022-07-01,2022-07-01
cus_000000012180,2022-01-01,2022-01-01
cus_000000012185,2022-08-01,2022-08-01
cus_000000012195,2022-01-01,2022-01-01
cus_000000012255,2023-07-01,2023-07-01
cus_000000012213,2022-11-01,2022-11-01
cus_000000012242,2023-06-01,2023-06-01
cus_000000012261,2023-02-01,2023-02-01
cus_000000012263,2022-03-01,2022-03-01
cus_000000012285,2022-04-01,2022-04-01
cus_000000012287,2022-05-01,2022-05-01
cus_000000012119,2022-02-01,2022-02-01
cus_000000012333,2023-09-01,2023-09-01
cus_000000012335,2022-01-01,2022-01-01
cus_000000012351,2022-02-01,2022-02-01
cus_000000012355,2023-11-01,2023-11-01
cus_000000012379,2022-12-01,2022-12-01
cus_000000012460,2022-02-01,2022-02-01
cus_000000012461,2022-02-01,2022-02-01
cus_000000012490,2022-11-01,2022-11-01
cus_000000012536,2022-05-01,2022-05-01
cus_000000012545,2023-03-01,2023-03-01
cus_000000012551,2022-06-01,2022-06-01
cus_000000012572,2022-08-01,2022-08-01
cus_000000012589,2022-08-01,2022-08-01
cus_000000012593,2023-03-01,2023-03-01
cus_000000012605,2022-04-01,2022-04-01
cus_000000012636,2022-11-01,2022-11-01
cus_000000012672,2022-05-01,2022-05-01
cus_000000012683,2023-06-01,2023-06-01
cus_000000012724,2023-06-01,2023-06-01
cus_000000012836,2022-03-01,2022-03-01
cus_000000012582,2022-04-01,2022-04-01
cus_000000012607,2022-10-01,2022-10-01
cus_000000012701,2023-05-01,2023-05-01
cus_000000012709,2022-07-01,2022-07-01
cus_000000012719,2022-04-01,2022-04-01
cus_000000012745,2023-05-01,2023-05-01
cus_000000012800,2022-12-01,2022-12-01
cus_000000012806,2023-01-01,2023-01-01
cus_000000012858,2023-01-01,2023-01-01
cus_000000012861,2022-10-01,2022-10-01
cus_000000012875,2022-02-01,2022-02-01
cus_000000012876,2023-01-01,2023-01-01
cus_000000012899,2022-06-01,2022-06-01
cus_000000012901,2023-11-01,2023-11-01
cus_000000012384,2023-08-01,2023-08-01
cus_000000012924,2023-05-01,2023-05-01
cus_000000012932,2022-02-01,2022-02-01
cus_000000012940,2022-07-01,2022-07-01
cus_000000012941,2023-08-01,2023-08-01
cus_000000012958,2023-05-01,2023-05-01
cus_000000012960,2023-11-01,2023-11-01
cus_000000012400,2022-01-01,2022-01-01
cus_000000012992,2023-05-01,2023-05-01
cus_000000013022,2022-10-01,2022-10-01
cus_000000013047,2022-06-01,2022-06-01
cus_000000013055,2023-06-01,2023-06-01
cus_000000013070,2023-10-01,2023-10-01
cus_000000013080,2023-05-01,2023-05-01
cus_000000013084,2023-01-01,2023-01-01
cus_000000013089,2023-08-01,2023-08-01
cus_000000012107,2022-03-01,2022-03-01
cus_000000013098,2022-09-01,2022-09-01
cus_000000013131,2022-11-01,2022-11-01
cus_000000013147,2022-07-01,2022-07-01
cus_000000013151,2022-08-01,2022-08-01
cus_000000013185,2022-08-01,2022-08-01
cus_000000013211,2022-12-01,2022-12-01
cus_000000013218,2022-03-01,2022-03-01
cus_000000012641,2023-06-01,2023-06-01
cus_000000013270,2023-07-01,2023-07-01
cus_000000013272,2023-12-01,2023-12-01
cus_000000013276,2022-01-01,2022-01-01
cus_000000013299,2022-11-01,2022-11-01
cus_000000013301,2022-10-01,2022-10-01
cus_000000013345,2023-09-01,2023-09-01
cus_000000013349,2023-03-01,2023-03-01
cus_000000013383,2023-01-01,2023-01-01
cus_000000013384,2022-12-01,2022-12-01
cus_000000013385,2023-04-01,2023-04-01
cus_000000012949,2022-05-01,2022-05-01
cus_000000013101,2023-09-01,2023-09-01
cus_000000013238,2022-10-01,2022-10-01
cus_000000012655,2022-05-01,2022-05-01
cus_000000013278,2023-08-01,2023-08-01
cus_000000013310,2023-01-01,2023-01-01
cus_000000013317,2022-07-01,2022-07-01
cus_000000013402,2022-08-01,2022-08-01
cus_000000013404,2022-03-01,2022-03-01
cus_000000013413,2023-08-01,2023-08-01
cus_000000013414,2023-03-01,2023-03-01
cus_000000013423,2023-09-01,2023-09-01
cus_000000013443,2022-12-01,2022-12-01
cus_000000013460,2022-01-01,2022-01-01
cus_000000013497,2023-12-01,2023-12-01
cus_000000013502,2023-09-01,2023-09-01
cus_000000013504,2022-07-01,2022-07-01
cus_000000013513,2022-02-01,2022-02-01
cus_000000013523,2022-01-01,2022-01-01
cus_000000013536,2022-01-01,2022-01-01
cus_000000012246,2023-12-01,2023-12-01
cus_000000012946,2022-01-01,2022-01-01
cus_000000013543,2023-04-01,2023-04-01
cus_000000013571,2023-12-01,2023-12-01
cus_000000013576,2023-02-01,2023-02-01
cus_000000013599,2022-07-01,2022-07-01
cus_000000013612,2022-03-01,2022-03-01
cus_000000013632,2022-11-01,2022-11-01
cus_000000013635,2022-04-01,2022-04-01
cus_000000013636,2023-04-01,2023-04-01
cus_000000013639,2022-03-01,2022-03-01
cus_000000013642,2023-09-01,2023-09-01
cus_000000013646,2023-07-01,2023-07-01
cus_000000013165,2023-10-01,2023-10-01
cus_000000013694,2023-01-01,2023-01-01
cus_000000013700,2023-09-01,2023-09-01
cus_000000013714,2023-04-01,2023-04-01
cus_000000013305,2023-05-01,2023-05-01
cus_000000013334,2022-10-01,2022-10-01
cus_000000013745,2022-05-01,2022-05-01
cus_000000013751,2023-04-01,2023-04-01
cus_000000013757,2023-07-01,2023-07-01
cus_000000013758,2022-04-01,2022-04-01
cus_000000013355,2023-01-01,2023-01-01
cus_000000013786,2023-10-01,2023-10-01
cus_000000013546,2023-03-01,2023-03-01
cus_000000013562,2022-10-01,2022-10-01
cus_000000013584,2022-09-01,2022-09-01
cus_000000013215,2023-08-01,2023-08-01
cus_000000013787,2023-10-01,2023-10-01
cus_000000013788,2022-08-01,2022-08-01
cus_000000013795,2022-08-01,2022-08-01
cus_000000013802,2023-02-01,2023-02-01
cus_000000013872,2023-05-01,2023-05-01
cus_000000013886,2022-01-01,2022-01-01
cus_000000013919,2022-11-01,2022-11-01
cus_000000013920,2022-10-01,2022-10-01
cus_000000013955,2023-12-01,2023-12-01
cus_000000013956,2023-04-01,2023-04-01
cus_000000013980,2023-01-01,2023-01-01
cus_000000014013,2023-12-01,2023-12-01
cus_000000014019,2022-08-01,2022-08-01
cus_000000014035,2023-07-01,2023-07-01
cus_000000012939,2022-12-01,2022-12-01
cus_000000012993,2022-08-01,2022-08-01
cus_000000013172,2022-09-01,2022-09-01
cus_000000014052,2022-06-01,2022-06-01
cus_000000014053,2022-06-01,2022-06-01
cus_000000014062,2022-08-01,2022-08-01
cus_000000014064,2022-07-01,2022-07-01
cus_000000014066,2023-08-01,2023-08-01
cus_000000014071,2023-12-01,2023-12-01
cus_000000014079,2023-09-01,2023-09-01
cus_000000014096,2022-07-01,2022-07-01
cus_000000014113,2023-08-01,2023-08-01
cus_000000012810,2023-05-01,2023-05-01
cus_000000014136,2022-09-01,2022-09-01
cus_000000014138,2023-04-01,2023-04-01
cus_000000014139,2022-12-01,2022-12-01
cus_000000014166,2022-01-01,2022-01-01
cus_000000014173,2022-12-01,2022-12-01
cus_000000014194,2022-11-01,2022-11-01
cus_000000014195,2023-05-01,2023-05-01
cus_000000014218,2022-02-01,2022-02-01
cus_000000014223,2022-05-01,2022-05-01
cus_000000014225,2022-09-01,2022-09-01
cus_000000014229,2022-06-01,2022-06-01
cus_000000014231,2022-02-01,2022-02-01
cus_000000014240,2022-08-01,2022-08-01
cus_000000012981,2023-12-01,2023-12-01
cus_000000013924,2022-08-01,2022-08-01
cus_000000014011,2022-11-01,2022-11-01
cus_000000014063,2022-05-01,2022-05-01
cus_000000014290,2022-08-01,2022-08-01
cus_000000014291,2023-02-01,2023-02-01
cus_000000014328,2022-08-01,2022-08-01
cus_000000014333,2023-04-01,2023-04-01
cus_000000014339,2023-05-01,2023-05-01
cus_000000013400,2023-05-01,2023-05-01
cus_000000013462,2022-01-01,2022-01-01
cus_000000013565,2023-09-01,2023-09-01
cus_000000013412,2023-03-01,2023-03-01
cus_000000013429,2023-11-01,2023-11-01
cus_000000013472,2023-05-01,2023-05-01
cus_000000013485,2022-12-01,2022-12-01
cus_000000013500,2023-03-01,2023-03-01
cus_000000013532,2023-05-01,2023-05-01
cus_000000013669,2022-08-01,2022-08-01
cus_000000014059,2023-09-01,2023-09-01
cus_000000014178,2023-11-01,2023-11-01
cus_000000014263,2023-10-01,2023-10-01
cus_000000013634,2023-04-01,2023-04-01
cus_000000013658,2023-04-01,2023-04-01
cus_000000013983,2022-01-01,2022-01-01
cus_000000013810,2022-05-01,2022-05-01
cus_000000014202,2022-04-01,2022-04-01
cus_000000014327,2023-12-01,2023-12-01
cus_000000014368,2022-05-01,2022-05-01
cus_000000014372,2022-10-01,2022-10-01
cus_000000014394,2022-01-01,2022-01-01
cus_000000014403,2022-02-01,2022-02-01
cus_000000014422,2022-10-01,2022-10-01
cus_000000014423,2023-07-01,2023-07-01
cus_000000014433,2023-01-01,2023-01-01
cus_000000014453,2022-11-01,2022-11-01
cus_000000014539,2022-04-01,2022-04-01
cus_000000014540,2022-09-01,2022-09-01
cus_000000014551,2023-01-01,2023-01-01
cus_000000014560,2023-12-01,2023-12-01
cus_000000014565,2022-07-01,2022-07-01
cus_000000014568,2022-06-01,2022-06-01
cus_000000014573,2022-08-01,2022-08-01
cus_000000014583,2022-03-01,2022-03-01
cus_000000014595,2022-05-01,2022-05-01
cus_000000014635,2022-10-01,2022-10-01
cus_000000014642,2022-01-01,2022-01-01
cus_000000014648,2023-12-01,2023-12-01
cus_000000014670,2023-04-01,2023-04-01
cus_000000014676,2022-09-01,2022-09-01
cus_000000014692,2022-04-01,2022-04-01
cus_000000014696,2023-03-01,2023-03-01
cus_000000014710,2023-01-01,2023-01-01
cus_000000014773,2022-04-01,2022-04-01
cus_000000014777,2022-02-01,2022-02-01
cus_000000014783,2022-08-01,2022-08-01
cus_000000014784,2022-12-01,2022-12-01
cus_000000014794,2022-02-01,2022-02-01
cus_000000014797,2022-11-01,2022-11-01
cus_000000014799,2023-01-01,2023-01-01
cus_000000014815,2023-02-01,2023-02-01
cus_000000014824,2023-10-01,2023-10-01
cus_000000014839,2022-09-01,2022-09-01
cus_000000014850,2022-08-01,2022-08-01
cus_000000014851,2023-03-01,2023-03-01
cus_000000014867,2022-02-01,2022-02-01
cus_000000014886,2022-03-01,2022-03-01
cus_000000014903,2023-02-01,2023-02-01
cus_000000014915,2022-08-01,2022-08-01
cus_000000014918,2023-07-01,2023-07-01
cus_000000014934,2023-10-01,2023-10-01
cus_000000014946,2022-10-01,2022-10-01
cus_000000014952,2022-05-01,2022-05-01
cus_000000014954,2022-07-01,2022-07-01
cus_000000014959,2023-06-01,2023-06-01
cus_000000014967,2022-04-01,2022-04-01
cus_000000014971,2022-10-01,2022-10-01
cus_000000014981,2023-01-01,2023-01-01
cus_000000014987,2023-04-01,2023-04-01
cus_000000015005,2023-04-01,2023-04-01
cus_000000015007,2023-09-01,2023-09-01
cus_000000015029,2023-08-01,2023-08-01
cus_000000015039,2022-03-01,2022-03-01
cus_000000015049,2022-11-01,2022-11-01
cus_000000015079,2022-03-01,2022-03-01
cus_000000015087,2022-02-01,2022-02-01
cus_000000015099,2022-05-01,2022-05-01
cus_000000015127,2022-08-01,2022-08-01
cus_000000015139,2022-08-01,2022-08-01
cus_000000015164,2023-03-01,2023-03-01
cus_000000015171,2022-07-01,2022-07-01
cus_000000015172,2022-12-01,2022-12-01
cus_000000015182,2022-11-01,2022-11-01
cus_000000015195,2023-12-01,2023-12-01
cus_000000015205,2023-05-01,2023-05-01
cus_000000015209,2023-08-01,2023-08-01
cus_000000015273,2023-11-01,2023-11-01
cus_000000015286,2022-01-01,2022-01-01
cus_000000015289,2022-08-01,2022-08-01
cus_000000015305,2022-05-01,2022-05-01
cus_000000015351,2022-12-01,2022-12-01
cus_000000015353,2022-12-01,2022-12-01
cus_000000015364,2022-01-01,2022-01-01
cus_000000015383,2022-11-01,2022-11-01
